,stars
73680,4
34936,5
81719,1
44515,1
1729,4
44657,5
28593,5
6864,5
28544,1
53273,5
13460,5
69218,4
73625,4
6603,1
62518,4
16505,5
20498,4
8505,4
52056,4
63228,4
61876,4
83737,5
64010,5
66738,5
95960,4
17325,5
68734,4
10943,5
97741,5
83534,5
21299,1
40937,4
650,2
51566,5
98816,5
47883,4
45486,2
61590,1
58261,3
74211,5
34985,4
83216,3
38353,2
382,5
35813,1
96496,5
46905,5
63578,1
94479,4
11460,4
5623,4
20522,5
2884,4
54994,4
38300,5
8312,2
34029,4
49525,1
37959,3
37448,5
60594,4
68189,4
44770,4
35501,5
84115,5
837,4
87233,4
2752,4
68698,2
49327,4
3138,4
92890,3
81759,1
88353,5
43464,4
45503,5
3386,4
2435,4
31309,5
29378,5
54821,5
14412,1
72306,5
21708,2
29898,5
51496,4
75448,4
7005,1
21735,4
89825,5
59270,5
34281,4
9310,4
79748,5
63624,1
64223,5
93946,4
41226,5
77803,1
38261,5
361,3
85701,5
19017,5
2302,5
60650,4
92136,5
56472,3
40967,4
20490,5
79712,5
13063,5
77837,3
13984,4
67882,2
37236,5
59219,5
60916,4
83753,4
26741,5
75385,4
70913,4
52621,4
22627,4
68809,5
87714,5
54309,1
87328,4
74925,4
99581,5
22897,5
32641,5
70510,1
67487,2
51065,2
45419,4
70126,5
15427,4
45428,4
46720,4
72844,5
58407,3
18440,5
55931,1
55331,2
3954,1
20404,3
40079,5
88833,3
88775,5
75813,1
10097,5
40771,5
16642,5
18428,4
89203,5
12833,5
11395,1
94199,4
56010,5
7051,4
10030,5
82243,5
82267,1
50503,5
57314,4
56438,4
55687,5
50684,5
52865,5
47881,5
60275,5
50049,3
44031,5
60753,3
62565,5
27057,5
36632,5
22114,3
21892,4
1677,3
62957,5
29995,3
92,2
47423,5
11726,1
58719,3
44810,5
77500,1
32831,5
7553,5
86838,5
97320,5
2252,5
59289,1
50370,4
35159,5
36549,3
7559,1
87720,5
53262,4
66828,5
25982,2
65217,1
38503,5
32857,4
62647,5
86447,5
42809,4
25044,5
77247,4
32996,2
72469,5
44392,5
94996,3
66112,1
46165,5
5910,5
66734,4
42964,4
22069,1
71288,4
17381,5
55326,5
53134,4
22043,5
17988,1
310,1
20973,4
86090,3
72092,2
66783,5
78794,5
83167,5
69775,5
49487,2
51861,3
95757,1
60069,5
66411,4
11277,5
53796,5
32454,5
81217,5
93355,2
20957,4
51038,5
32084,1
26065,4
31562,1
32961,4
89370,4
68574,2
8884,5
94087,5
16862,5
60967,5
84991,4
47276,5
61936,5
17804,4
92944,5
76652,5
95674,5
11973,5
48235,5
69440,4
6005,1
54617,4
52203,5
63982,5
69069,5
80330,5
73925,2
57245,4
65723,5
85085,4
8948,5
9251,1
57000,4
68402,5
4638,5
36030,5
15436,3
3669,4
95092,5
41432,5
59874,5
32425,4
87565,3
43394,5
26107,1
76828,5
88914,2
66116,4
20830,5
67772,5
65995,5
48975,5
73880,4
68083,5
21836,4
88843,4
63798,5
50873,5
84066,5
59069,5
40982,1
67015,5
75367,4
68052,5
31074,4
58475,4
51662,5
19992,3
85391,2
95463,3
31217,1
38365,4
29184,5
75475,5
19970,4
57253,1
57110,5
69433,1
26254,4
23452,5
99443,4
58217,5
334,5
97658,5
81,5
45286,5
64517,5
7787,4
46178,5
87303,5
88725,5
12595,2
43266,4
71803,1
94957,2
49199,5
97800,5
94609,1
75651,4
52940,5
1066,5
58009,5
75530,5
97277,5
41070,5
83363,1
54339,4
80267,3
25177,5
29420,4
28700,5
43686,5
74344,1
4350,5
8190,2
22134,3
83267,4
26230,5
45676,4
48203,5
2834,5
30398,1
62125,5
98460,3
51086,1
14989,1
87709,5
91904,3
86796,2
27321,5
57789,4
74403,4
56193,5
2931,2
22727,4
12776,4
12199,5
83499,1
78204,4
76606,4
5427,5
10541,1
52532,5
1585,5
85224,4
81146,2
9827,1
82072,4
73983,1
16268,4
8882,4
90546,5
74618,5
34497,1
78936,5
22315,1
97941,5
28943,3
11706,3
25258,5
17722,4
89966,5
50348,1
21796,4
51084,4
32952,5
68965,2
4177,5
54029,5
77931,5
40705,4
57260,4
51575,1
4453,5
63257,5
36022,3
86549,3
19979,5
64751,2
24754,3
45441,5
38627,3
89569,2
79257,1
18036,1
76672,3
44566,4
6278,5
24702,5
33818,2
22953,5
21187,2
38281,2
71618,4
27933,4
28635,4
11452,3
50018,5
16951,1
57701,1
95824,5
17489,3
34682,5
32815,5
25048,4
66243,4
45832,3
20924,5
27778,3
45078,5
64441,4
43734,5
83046,5
42204,4
15171,2
58075,4
9876,5
52606,3
17048,2
65323,4
69760,5
54421,5
65075,5
97612,4
68069,3
53341,5
10281,5
5670,1
7053,4
29101,5
30677,5
67076,5
25998,4
68494,5
83881,4
18148,5
54018,1
92278,2
23484,5
64752,3
56804,2
90915,4
4332,5
88671,3
91517,2
50809,1
70307,4
73491,5
85364,5
24224,5
18980,4
72813,5
10387,5
74580,5
78503,4
93908,5
1823,1
57147,5
4876,3
3122,5
41193,5
5291,5
80502,4
60185,5
33095,1
21123,1
29249,1
87852,5
93914,5
83870,5
50073,4
31322,5
77480,5
15018,2
18700,3
96647,1
60592,5
60120,4
34134,4
44312,4
96229,4
70176,5
39448,4
33748,3
55071,2
7536,3
12914,5
84204,4
88357,4
66689,5
3058,4
51887,1
93592,5
37092,4
5919,3
30838,5
31943,4
18464,5
81970,3
7728,4
60108,2
5160,4
30410,1
8612,1
99100,5
26403,5
21407,5
93728,5
36834,5
69759,2
88974,1
85584,5
27068,5
16609,5
90200,4
41184,4
47595,5
66326,5
56813,4
26453,5
36454,2
85787,2
11869,5
56254,5
37220,4
28800,5
96290,5
65389,3
74929,1
3069,5
89416,5
52434,5
85804,3
58399,5
53176,5
51036,5
56898,5
77437,4
31155,5
14744,5
2559,5
97112,4
32291,3
65509,5
54734,1
84206,1
91037,5
48091,4
40909,2
26451,3
74952,4
55549,5
11513,5
91507,5
61157,2
38748,2
77310,4
79688,5
5838,5
38253,5
6897,5
19295,5
28147,5
80188,5
65137,5
52814,4
48373,4
40263,1
76866,2
13648,5
94916,3
32225,1
63976,1
38009,4
51178,5
68412,5
61666,5
63605,5
60084,5
24513,2
4085,5
62442,5
72457,3
9438,1
81398,1
89991,4
92114,5
80339,5
87095,4
73624,5
55631,5
88497,4
34699,5
20185,4
37759,4
1953,4
82198,4
45306,3
60814,5
8072,4
94612,2
82468,3
44758,5
97588,5
35306,5
64549,5
85606,5
50737,2
27132,5
12464,3
90423,1
40181,3
45779,3
27087,3
96209,5
74109,5
16734,3
82833,4
97623,1
47210,5
90473,5
59588,2
97735,2
75743,5
11998,5
49408,5
62465,1
92154,5
56816,5
46084,5
53433,5
6909,5
91444,4
32853,1
7539,4
40995,5
48718,5
13277,4
43224,2
26025,5
54704,5
41617,4
3941,5
99570,4
32223,4
16963,2
86778,5
77050,5
20598,1
71786,4
46970,3
80012,5
59823,5
52157,5
33405,3
24811,3
83374,3
18315,5
3264,4
20303,5
49729,4
45869,5
76423,4
42347,3
67066,3
1229,5
18695,5
10486,4
40436,1
2416,3
68712,5
42542,5
41918,5
52503,5
52963,5
68622,1
58820,5
3111,1
17447,5
83103,3
60850,5
33089,3
80725,5
23161,5
59962,4
48338,1
78671,5
52692,4
68919,4
43727,5
2929,1
71168,4
94010,5
12022,1
77650,5
85111,4
41378,5
59016,5
2140,5
91729,5
79992,2
84329,2
7223,5
52464,5
40295,5
60748,1
66251,5
48906,1
24297,2
1530,2
35697,5
38567,4
65245,4
11204,4
75895,5
60424,5
15238,5
54146,1
63942,5
23689,2
36276,5
23925,1
55610,5
38126,4
68742,4
49411,5
40602,5
30897,3
83147,1
72722,5
31245,2
31584,1
83826,5
35084,4
22378,4
7075,5
51072,5
71582,5
21635,5
91054,5
63137,4
75080,5
86128,5
73626,3
44173,1
62055,4
83026,5
4061,5
72886,5
53586,4
31104,1
90929,1
18481,5
99345,5
63561,4
52903,5
12839,2
22011,2
47954,4
23179,3
73327,5
71950,3
18877,5
56469,3
25483,5
68034,5
26117,3
83971,5
78260,2
79669,5
61907,5
60542,5
66874,5
33061,5
58537,5
61680,5
3572,4
13522,4
71465,1
98283,1
15905,5
35712,5
50693,3
69037,4
50997,3
58785,4
59216,5
45091,5
90573,4
64618,1
18123,5
65640,5
77151,3
57294,1
83894,4
78979,5
44335,1
83224,5
44956,3
30377,5
30917,4
10747,5
45238,4
58277,1
99894,1
55819,2
86790,5
10519,5
85197,4
63708,5
8186,5
74843,5
42412,4
82752,4
76697,5
64190,2
91803,5
58520,4
77426,5
19700,2
65744,5
84581,3
68833,4
19875,3
41920,4
65032,4
41706,4
44230,5
99388,2
48610,4
42112,5
64147,5
88438,5
105,2
77716,5
41123,5
70786,4
53857,5
84189,5
6343,4
20736,3
34378,5
39237,5
55615,5
94881,5
87137,5
80259,5
89015,3
32165,3
26615,2
15264,4
43825,4
98837,5
99264,1
85810,5
6058,4
49203,4
62775,5
90402,4
80443,5
60302,2
20931,5
82995,4
96001,5
45127,4
59126,5
22169,5
22888,1
5814,5
73433,5
23409,4
86692,5
77270,5
14223,5
94708,4
68462,5
93022,4
35465,5
24120,5
9382,4
34446,1
11198,5
48067,5
6384,2
64784,5
22025,2
85951,1
16847,4
78264,5
68337,5
80587,5
52915,3
88380,1
459,2
91739,5
17623,5
29330,4
68618,4
46794,5
12921,5
54057,5
14907,5
62025,4
51305,2
60321,5
16684,2
12093,1
21433,4
47049,1
58844,4
38095,3
52600,5
4628,4
80745,5
55121,1
80937,5
46132,1
3353,5
82471,1
80139,4
47112,5
95346,5
97276,4
81600,4
50212,5
85121,5
28568,3
9547,4
38731,2
11367,3
81752,4
6878,1
52754,5
93202,5
58081,5
91857,1
86415,3
25392,4
74573,4
66469,5
27921,4
9453,3
45600,4
83963,5
87609,5
54222,4
34494,5
8324,4
24608,5
3410,5
9714,1
531,5
113,5
6777,4
85499,4
10370,4
26896,5
7651,4
59094,2
52749,5
58327,1
58935,4
3119,5
62347,5
74945,5
4406,4
41005,5
11964,5
17527,2
35088,5
88194,3
82983,4
47668,1
53458,4
21249,4
29347,5
81625,5
61488,1
14432,2
49700,4
17057,3
61639,2
7241,4
36497,1
86720,1
44624,5
23968,5
735,4
49914,5
46676,4
91816,5
34844,5
32035,5
34315,3
43787,1
17243,2
69457,4
31604,5
96268,3
73453,5
16892,4
88561,5
2698,2
73064,4
15451,2
82095,1
70901,4
4825,4
84851,5
1921,4
64370,4
7595,5
85634,4
39347,3
32692,3
71983,4
19305,1
13680,5
1459,2
72308,5
65500,1
8491,5
72014,5
97573,1
48083,5
284,4
85684,4
41343,3
82774,5
20437,1
21812,5
18363,5
1494,5
57529,5
97211,5
60574,5
31031,2
90163,3
20656,3
88857,5
96979,5
85433,1
85261,5
25811,4
28755,5
16819,5
74018,1
86417,1
3750,5
59172,2
79814,1
30518,1
60123,5
23558,4
27873,1
91341,4
82290,1
33667,5
51236,1
89465,5
79631,1
30451,3
78719,1
25314,2
77378,5
67854,1
16737,5
23149,4
79155,5
21593,3
9627,5
14466,5
27361,2
50307,5
6037,4
58376,5
20971,5
48020,4
4502,4
29340,4
37872,5
28822,3
25391,4
59707,4
59671,5
9646,4
43869,4
29398,4
80524,3
8154,5
91890,5
28093,5
42186,2
53411,1
41715,4
81525,1
83893,2
25784,4
64989,4
8187,4
17665,3
7413,3
80598,1
63105,5
72712,5
96597,3
26175,5
7387,3
19338,4
35324,4
62372,5
84639,2
12715,4
75861,4
42231,5
60269,5
89356,5
97812,5
36469,2
49158,1
75141,1
88863,5
32116,5
88127,2
18731,4
841,5
80216,5
95763,5
86439,4
81706,5
39404,5
59756,5
61948,3
12135,5
96782,5
84679,5
54043,5
1103,5
16798,5
42666,3
783,5
2521,1
85554,1
80198,5
23033,1
9778,5
80748,5
2932,1
54012,5
3371,3
72668,2
6462,5
66791,4
32150,4
93799,2
58886,5
62118,2
93004,5
67816,5
97294,4
98620,4
13754,5
65460,1
99208,5
54929,2
98767,4
81828,2
97789,5
77492,4
61320,5
53465,5
10041,5
75773,5
57470,5
11684,4
3730,4
43813,2
18445,5
11598,4
75005,5
80956,4
9345,4
26796,4
71700,5
22878,2
89020,1
92266,1
75605,5
67201,5
29675,5
75780,5
89729,1
20620,5
93524,5
96892,3
98238,4
59509,1
64177,4
36655,4
33973,5
66287,4
62860,5
22943,1
82724,5
63492,5
37025,4
53112,4
62652,3
37386,5
607,4
97430,5
31586,3
95760,5
87124,5
55557,5
47686,5
63012,1
11775,2
38343,5
86904,5
80610,2
86883,3
48904,3
2804,5
94234,5
71892,4
82115,5
53323,1
28915,5
19092,3
44001,3
13021,5
61804,2
30702,4
45777,3
54738,5
65266,5
24613,4
71015,1
1660,5
42930,4
28777,2
40887,4
20026,4
12031,2
3456,5
30472,5
69384,5
83556,1
78493,5
8985,4
96099,5
4266,2
37876,5
28573,5
93648,5
13834,2
49704,5
64635,2
49135,1
3687,5
82858,5
90966,5
32492,1
35214,4
24769,4
76883,1
73738,5
97473,4
70995,4
46662,1
54946,5
10260,5
46260,2
20885,5
1017,2
18825,5
21180,5
27161,5
55544,5
76887,5
39150,4
39070,5
37784,4
67907,5
65122,5
14220,3
30001,4
86876,3
75066,5
20708,5
44253,4
42476,4
55429,1
31722,5
11305,2
92367,5
92454,4
43316,4
81125,5
34973,4
78720,2
80826,3
24238,4
23251,5
98744,4
30643,5
87356,3
32895,2
80381,4
74614,1
6240,5
50724,4
23502,1
43127,5
95531,2
92595,4
69885,1
36806,5
87687,1
66377,5
96827,5
29492,3
19062,5
31297,5
26716,5
25130,4
96033,5
54058,5
92981,5
77229,5
36880,5
84676,5
52674,4
36645,4
78031,4
13144,5
45933,5
37174,2
49864,1
6844,1
35809,5
64506,3
68907,4
54251,1
86258,5
41164,5
79766,5
56852,4
21786,3
11106,5
58266,5
31254,4
15011,4
35193,5
30920,4
80854,5
50373,2
73756,4
95229,5
50102,4
78463,5
86768,5
89503,3
2770,5
33668,2
47119,4
54063,5
55443,5
14205,1
89686,5
97589,5
88777,1
71948,5
367,5
68007,4
90344,5
29237,3
39794,4
66991,5
42162,2
74297,5
36264,5
70807,5
35215,3
50703,2
20845,5
4312,5
10714,5
66696,1
52534,5
8664,4
41456,4
68624,5
69856,4
12664,4
95796,5
1201,4
54013,4
94644,2
68260,4
31146,4
46314,2
67942,5
1178,4
55958,5
84417,5
11851,2
11215,3
54588,5
17511,1
90321,5
714,4
77002,1
21178,3
59924,4
37424,5
87524,1
12304,5
58450,5
58688,5
68028,5
89572,5
22053,5
86663,2
69191,3
55119,4
98862,3
55001,4
10301,4
19075,5
77200,1
96514,5
86756,5
81553,2
74752,5
25673,5
77172,5
23068,3
9653,4
49305,5
38463,5
38551,2
76328,5
15373,4
85948,2
80655,2
84,1
12922,5
30239,5
46357,3
4744,3
48183,5
12016,3
74883,5
99107,4
14590,4
65183,4
9723,5
62052,4
14992,4
69543,5
75004,1
1254,4
17439,5
73876,3
65702,2
49974,5
59484,3
45333,4
5243,2
1352,5
52504,1
72273,1
32676,5
73482,3
60267,4
82990,5
11621,5
20752,3
6263,3
17270,5
65708,2
25078,5
89261,5
46687,2
91122,4
58133,5
65146,1
84938,5
66750,1
53826,4
26477,2
38815,1
93349,1
19628,1
3448,5
8292,4
37393,4
29581,1
22687,5
18345,4
43702,5
13603,5
99976,2
18908,1
85165,5
89439,4
43061,5
88413,4
8014,3
86115,3
73475,4
65446,5
78201,5
9397,5
67151,4
47683,1
18235,5
61686,5
18507,5
59951,5
77675,2
33678,5
60388,5
6410,5
41864,4
95114,5
50141,4
91701,4
36462,5
57278,5
67929,4
59133,5
85993,4
13374,1
18090,4
54784,5
41273,5
32748,4
73950,4
92204,5
56316,4
49514,4
22807,1
75458,1
66430,5
41078,1
89973,1
59064,3
9839,5
33855,5
59440,4
64397,4
15556,5
90638,5
11243,2
23442,3
46887,5
88089,5
33983,3
38593,4
89277,5
42164,5
4418,4
93236,3
79159,5
59125,5
48703,5
90858,4
17615,5
37705,3
58612,5
55600,1
5810,4
98001,3
1907,5
33991,2
27866,3
29297,4
67145,5
51517,5
29590,5
28940,4
96620,1
69344,3
51606,4
40140,4
12778,5
9990,4
33218,1
73926,3
72393,2
59718,4
85454,1
35938,4
18570,1
56536,3
59851,4
39367,1
81775,2
74838,4
6607,4
65669,5
551,5
26104,5
82880,3
9559,4
22674,5
90108,3
42715,1
6959,2
57454,5
53165,4
14553,4
75953,5
68923,5
77386,5
10461,1
31593,4
44401,4
70795,5
65059,4
30593,3
59600,4
5196,5
52334,3
61808,5
54654,2
33147,5
55015,5
81091,5
71715,5
75628,5
1937,1
87516,5
9431,5
88110,3
97807,3
61303,4
26222,4
5282,5
1676,5
40241,1
60325,3
58766,5
73674,4
99115,4
63818,5
28329,2
31863,3
11366,5
30931,5
88460,4
9487,5
98031,4
60031,5
35394,1
53062,1
9550,4
22466,5
54497,2
42811,5
49572,1
5150,4
87996,5
6395,5
35927,5
96644,5
85171,5
72452,5
18426,5
86093,5
25019,4
18941,5
62547,4
58677,3
60452,5
28002,4
24284,5
7341,5
52515,3
2405,2
84358,1
58724,4
16335,5
86151,5
48381,4
4993,5
41817,2
14053,5
38008,5
27557,4
15559,2
67950,5
91249,5
98867,3
22900,4
25919,4
96263,4
93998,5
12531,4
93247,1
6485,4
52934,4
2986,5
84421,4
25448,3
91039,4
90222,4
65494,5
35308,5
98461,3
23449,5
75478,4
57373,4
58271,5
26585,5
90470,4
81885,5
85994,1
86095,4
85620,2
4720,5
79458,1
65229,5
67104,5
72563,5
70472,3
90631,2
8513,4
85223,5
58826,5
24795,5
52686,5
87877,5
2967,4
74819,4
49239,4
57631,2
73853,4
55504,4
61625,1
71174,3
96212,1
11191,5
15322,5
65937,1
1672,2
61110,4
47368,5
69272,2
35314,5
9252,3
77610,3
96045,1
23340,4
58301,5
89561,5
38742,4
7825,4
87991,5
97323,5
22172,1
35304,5
90096,2
61758,4
71290,4
18358,4
74389,4
97130,5
28917,4
71300,1
81797,5
59617,1
4734,5
13015,3
53797,5
80470,5
16834,4
15573,5
32137,3
44659,5
11990,5
44121,5
95838,5
71525,3
95322,5
65881,4
78905,2
39170,5
49102,4
14612,1
15604,5
73312,4
66512,2
36043,4
25127,3
9334,5
1063,4
47178,5
78881,5
82408,4
56501,5
41961,5
93944,5
13014,4
18579,5
94154,2
69282,4
27553,5
59855,3
39484,5
7688,5
24966,2
72856,3
32616,3
78501,4
1755,4
68037,5
29403,5
80575,3
76320,4
35495,2
99132,1
89065,5
72587,4
27400,5
61385,5
23359,2
19133,5
13410,3
99314,4
12821,5
75820,1
96440,2
46988,4
78656,2
54612,1
90209,3
74144,5
12705,5
50738,4
13978,5
82810,4
58482,1
69912,4
18076,5
85206,2
53482,5
8209,5
58117,4
76986,4
87719,4
8627,4
4852,2
64333,1
73135,5
388,5
49128,5
30415,5
28130,5
13381,5
46924,4
53602,5
32905,5
30489,5
87612,5
90425,4
40786,4
98313,4
54669,5
28434,5
14699,4
36911,3
24356,3
60528,1
68542,1
7293,1
52480,5
98291,3
76966,5
39509,4
73942,4
88429,5
98791,1
87943,5
66355,4
46,2
84033,4
15456,4
78777,5
91628,5
7103,5
41148,5
66139,1
23885,5
70929,1
83254,5
46255,5
50217,1
19048,2
64853,3
48998,5
59304,5
89903,4
38159,5
41397,4
18328,5
20310,5
64268,4
19857,4
26376,2
14560,4
14665,4
397,2
15345,4
81830,5
85440,1
22951,5
93410,4
55636,1
18808,5
10622,2
65612,5
2639,4
77401,5
35513,2
52418,3
8056,5
86519,3
78491,5
38741,5
39644,4
47767,5
68209,4
55674,5
10987,5
80652,4
8151,5
11788,5
45728,5
17740,5
89865,5
16590,5
2456,4
57970,5
26277,5
48826,5
8650,5
59574,5
43763,5
14410,4
47196,1
82375,5
15907,3
85472,5
92189,5
52546,4
86435,5
30944,4
25790,4
73287,2
87023,1
96225,5
30432,2
90165,5
69820,4
88662,5
95898,5
5807,4
23631,4
31358,4
13514,4
40755,5
61387,2
50757,1
25154,3
9893,5
61335,4
73265,5
82760,5
46070,1
41026,5
7506,5
7186,2
23983,4
50442,5
56850,1
70691,2
37235,5
91381,5
18217,4
61300,4
49535,5
20469,3
70713,5
6562,5
2812,5
88228,4
92008,1
54984,4
84419,4
33960,3
87646,5
17453,2
75442,1
72400,5
24428,5
19562,5
26204,4
48780,5
24017,5
81043,5
50750,4
57039,5
93233,1
42040,3
48968,2
5328,2
69661,5
86466,4
53445,5
57883,4
61678,2
82067,5
74275,5
12989,4
33264,4
20129,4
94944,5
80231,4
73084,5
61444,3
64311,3
27551,5
80551,2
92842,4
48450,5
26719,3
33581,4
24286,5
66547,5
6195,4
45021,1
36852,5
62280,3
79446,3
18160,4
62358,3
29548,1
50640,4
25443,3
18167,5
97991,5
71086,2
36109,5
95860,2
8903,3
96622,4
78868,2
72182,4
89982,2
59749,3
71721,5
15637,5
92627,3
23667,4
84949,5
98543,5
8545,2
74814,4
8096,4
19205,1
1686,5
98982,1
80264,4
87472,4
41988,5
77749,5
88023,5
40029,3
27775,5
28629,3
44844,5
99246,4
98144,3
35453,1
537,4
85114,5
66542,5
53720,4
37302,5
79769,2
87375,3
48009,5
60494,1
91158,5
96938,5
98253,4
85401,1
71063,4
62184,1
35860,1
91689,4
59413,1
32947,4
21440,5
38100,1
45513,5
52929,5
84048,4
74767,1
85147,1
80955,1
73232,4
96974,4
73011,1
23349,5
18251,4
26228,5
7675,5
48742,5
8157,5
93644,1
70569,4
20614,5
57012,5
24802,4
30084,5
36536,5
33484,4
95877,5
4433,5
72614,5
16262,5
35160,5
96767,1
96000,5
3964,4
6626,5
81042,4
20994,5
60207,5
15205,1
46664,5
83878,5
23702,5
15220,4
1527,5
77623,1
51155,5
14684,1
21128,5
52762,5
96386,5
91394,5
65416,4
24685,5
13639,5
73105,5
55221,3
68865,2
28304,5
13617,4
47711,5
39007,5
27095,5
95794,5
94999,4
64735,5
43369,4
68300,1
29028,1
65047,4
25410,2
31210,2
82021,1
11448,1
9373,4
40342,2
67740,2
1619,5
62787,2
19954,4
55308,5
54863,3
65763,3
96282,5
82358,3
17120,5
81310,5
24678,1
57167,1
64980,3
6141,5
2272,5
79531,1
17225,3
49206,2
29811,3
6504,5
81793,5
62029,5
33410,4
60159,1
12491,5
36988,5
35313,4
85336,5
73201,4
82924,4
74918,5
44690,5
6063,3
47155,4
53692,5
68486,4
40278,5
78070,5
56986,5
48081,4
46465,2
68596,3
16155,4
52135,5
98732,1
46158,1
88528,4
77634,4
82332,5
41421,5
25555,5
59593,1
81019,4
88033,5
86401,2
10773,5
68550,5
8634,5
96882,4
14147,4
63480,4
1280,5
3819,4
30585,5
87463,5
2292,3
61505,4
40767,3
49270,5
4626,3
71928,4
48033,5
37807,1
13070,5
44944,5
19248,1
8762,5
17668,5
85256,4
6499,5
91633,5
11819,4
46304,5
9363,4
71013,1
59650,5
75673,4
93228,3
5538,5
96586,5
50670,4
86743,2
80054,5
89806,5
18032,4
24854,4
62208,5
95866,1
56057,3
19348,5
74209,5
44511,3
43475,3
48258,5
97037,4
77276,1
36195,4
51622,4
68708,5
26067,4
17842,5
13170,4
26004,5
40001,4
79862,5
69052,3
62674,3
28645,5
71802,1
9657,4
53867,3
36437,2
24479,5
12546,4
55323,4
70803,5
70034,5
85641,4
59625,5
6494,4
3234,4
55760,5
72686,4
42588,5
37484,5
81300,4
50218,1
61594,1
47117,5
79577,1
70310,5
78427,3
23014,2
51467,3
62439,5
98820,1
57226,5
75506,1
33224,5
6285,2
617,5
74824,1
95493,5
21622,5
11194,5
10455,2
81980,3
8624,3
26907,5
97444,3
19884,4
69318,5
82002,4
82626,2
5337,4
12493,5
34864,5
21924,4
77731,1
39017,2
44480,4
98729,1
57548,5
83378,4
8351,3
12519,1
34581,4
15877,5
82232,5
19091,5
62736,4
2127,3
53404,3
55280,2
48049,5
7934,2
57531,3
65564,5
57550,2
70826,4
8146,5
70527,2
32654,5
70704,4
69720,1
20134,5
33602,1
44278,4
45261,5
43489,5
39442,2
53114,5
83670,1
86679,1
74498,3
93319,5
95703,5
99099,1
84257,4
42020,4
76765,4
97141,5
74585,3
93249,5
46618,5
25196,4
90524,5
89396,5
8432,5
65891,2
77970,3
15096,5
11703,4
45303,5
63849,4
38118,3
4862,5
93625,4
83568,3
7011,4
39772,4
59382,3
2491,5
27793,5
82349,5
10356,5
43604,5
12686,4
40920,5
72026,2
17442,4
10836,1
27366,5
33884,4
47207,5
50352,1
7898,5
99685,5
38894,5
8459,3
9098,5
76746,5
30352,1
678,4
36494,5
47213,4
45364,4
12013,4
38554,5
91929,5
87834,2
69588,4
18899,2
31602,3
79922,5
52684,3
31411,3
41060,5
79185,1
26125,4
52791,3
71817,3
17265,5
84688,4
50666,5
37309,5
26623,1
21555,3
79871,5
40747,2
90564,5
59984,5
62023,1
42115,5
86122,2
86526,4
39939,1
66111,1
61579,1
98491,4
50277,5
24379,1
9707,5
18003,5
69745,4
63906,5
77456,5
21185,5
6786,5
45477,5
30611,5
7859,1
7120,4
78086,3
51488,3
60854,5
75735,4
36671,3
68568,5
47011,5
83723,5
36759,3
96256,5
52924,4
38426,4
10470,5
36555,3
73902,4
70224,1
59542,4
77768,5
21539,5
21401,5
54433,5
3966,3
97759,4
30907,3
19612,4
31679,5
46213,5
9153,4
51412,4
29107,3
84341,4
19328,5
57885,5
39826,5
65091,5
69248,1
62525,1
87031,5
7529,5
64403,5
28952,5
50787,4
50160,3
38245,4
11139,5
35609,3
77601,5
85638,4
47092,5
26300,4
41588,4
98903,5
40573,5
48789,3
53003,5
88874,5
85651,3
17259,2
21245,5
32039,5
11339,5
97643,5
95617,5
67792,1
83997,5
77432,3
14020,4
74444,1
80842,5
62976,4
2520,3
2948,5
21416,5
76435,5
27475,4
79549,4
60161,1
80658,5
19944,5
2560,1
58852,5
87298,5
77966,4
63496,1
31461,4
79016,3
28798,1
29967,3
40640,4
95180,2
80607,4
51011,4
24268,3
36757,1
315,4
96203,5
77784,5
43655,1
55300,4
51580,4
68004,1
76076,5
57684,5
65447,4
27074,4
99484,5
5416,1
90297,2
41474,5
99653,4
21116,2
12221,2
39871,1
95937,5
15406,5
93810,5
94751,4
40276,1
1415,5
20908,5
17191,1
38315,4
91129,2
70847,3
12568,5
56924,5
71050,4
89163,5
98079,4
3637,4
98430,1
13696,4
20009,5
22438,4
25083,5
81156,3
86585,5
42928,1
37871,5
18920,4
56270,1
4716,4
24307,5
47383,4
58521,3
75167,5
29917,1
86847,5
40685,5
55639,4
58636,4
79418,5
59772,3
7203,5
98724,5
41022,5
22702,1
45169,5
17083,2
25698,3
56648,1
92697,3
59229,4
94218,5
58336,1
27377,5
75380,5
80788,5
97166,4
34691,4
11510,3
31103,5
24862,5
21441,1
18319,4
77791,5
1903,4
64747,4
59969,5
61441,4
98689,5
84140,4
96958,4
25212,4
39204,4
9271,4
63742,4
4121,4
31775,5
96805,1
25343,3
21645,5
67569,5
63778,3
61081,5
83259,4
58923,5
69911,5
90674,4
2332,4
4002,3
37719,5
45129,4
13417,4
52238,5
62396,5
57496,5
42285,3
50123,4
60083,4
71784,1
6744,1
70338,5
69053,4
58926,5
63107,5
91514,5
27172,5
52632,4
55910,1
69014,3
24982,2
15503,1
4161,1
78292,4
5659,4
60633,4
55171,4
34969,1
18788,4
25080,3
91773,4
55270,4
43082,4
20745,5
21366,5
45114,4
98425,3
35301,5
61096,5
18039,5
72576,4
99588,2
74934,2
96205,5
65713,5
3888,3
68457,4
98599,4
89814,4
49483,1
65796,5
30993,5
21925,4
84394,4
62365,5
5135,5
40536,5
13967,5
60599,1
97363,4
62734,4
74164,4
95719,5
24401,4
55061,5
64350,5
89250,5
26568,5
20378,5
43906,5
48104,5
6876,5
